window_start,anchor_id,packet_count,packet_loss_rate,scan_duration_ms,rssi_mean,rssi_median,rssi_min,rssi_max,rssi_std,rssi_variance,rssi_range,rssi_p05,rssi_p10,rssi_p25,rssi_p75,rssi_p90,rssi_p95,rssi_iqr,rssi_p90_10_range,rssi_mad,rssi_snr,rssi_skewness,rssi_kurtosis,rssi_delta_mean,rssi_delta_std,rssi_delta_max,observed_adv_interval,adv_interval_std,path_loss_free_space,path_loss_indoor,rssi_mean_to_std_ratio,rssi_median_mean_diff,rssi_slope,rssi_trend_strength,rssi_ema_diff,rssi_first_half_mean,rssi_second_half_mean,rssi_half_diff,rssi_autocorrelation,rssi_energy,rssi_bin_neg100_90,rssi_bin_neg90_80,rssi_bin_neg80_70,rssi_bin_neg70_60,rssi_bin_neg60_50,rssi_bin_neg50_30,rssi_mean_delta,rssi_mean_slope_3w,rssi_mean_slope_5w,rssi_rolling_mean_3w,rssi_rolling_std_3w,rssi_rolling_mean_5w,rssi_rolling_std_5w,rssi_ema_cross_window,rssi_velocity,rssi_acceleration,signal_stability_index,rssi_rolling_mean_10w,rssi_rolling_std_10w,rssi_motion_direction,rssi_snr_rolling_5w,distance_m,height_m,obstacle,obstacle_type,motion,session_id
3713117,ANCHOR_01,1,0.98,0.0,-84.0,-84.0,-84.0,-84.0,0.0,0.0,0.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8489,6.3096,-84.0,0.0,0.0,0.0,0.0,-84.0,-84.0,0.0,0.0,7056.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.5,-1.1,-86.3333,2.0817,-85.2,4.4385,-85.4964,1.0,2.0,0.4,-86.1,4.7011,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3714117,ANCHOR_01,1,0.98,0.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9526,7.3564,-86.0,0.0,0.0,0.0,0.0,-86.0,-86.0,0.0,0.0,7396.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,1.0,0.9,-86.0,2.0,-86.8,1.9235,-85.6475,-2.0,-3.0,0.2,-85.5,4.223,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3716117,ANCHOR_01,1,0.98,0.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0795,3.6869,-77.0,0.0,0.0,0.0,0.0,-77.0,-77.0,0.0,0.0,5929.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,3.5,2.2,-82.3333,4.7258,-84.4,4.3932,-83.0532,4.5,6.5,0.2,-84.3,4.7854,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3717117,ANCHOR_01,1,0.98,0.0,-84.0,-84.0,-84.0,-84.0,0.0,0.0,0.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8489,6.3096,-84.0,0.0,0.0,0.0,0.0,-84.0,-84.0,0.0,0.0,7056.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.0,1.0,1.5,-82.3333,4.7258,-83.8,4.1473,-83.3373,-7.0,-11.5,0.2,-83.9,4.6056,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3718117,ANCHOR_01,1,0.98,0.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1254,5.8434,-83.0,0.0,0.0,0.0,0.0,-83.0,-83.0,0.0,0.0,6889.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.4,-81.3333,3.7859,-82.8,3.4205,-83.2361,1.0,8.0,0.2,-83.4,4.3767,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3719117,ANCHOR_01,1,0.98,0.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1254,5.8434,-83.0,0.0,0.0,0.0,0.0,-83.0,-83.0,0.0,0.0,6889.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-83.3333,0.5774,-82.6,3.3615,-83.1653,0.0,-1.0,0.4,-83.9,3.9567,0.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3720117,ANCHOR_01,1,0.98,0.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3872,7.9433,-87.0,0.0,0.0,0.0,0.0,-87.0,-87.0,0.0,0.0,7569.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.0,-2.0,-1.9,-84.3333,2.3094,-82.8,3.6332,-84.3157,-4.0,-4.0,0.4,-84.8,3.4577,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3721117,ANCHOR_01,1,0.98,0.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,-76.0,-76.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3096,3.4145,-76.0,0.0,0.0,0.0,0.0,-76.0,-76.0,0.0,0.0,5776.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,3.5,1.2,-82.0,5.5678,-82.6,4.0373,-81.821,11.0,15.0,0.4,-83.5,4.0893,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3722117,ANCHOR_01,1,0.98,0.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,-76.0,-76.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3096,3.4145,-76.0,0.0,0.0,0.0,0.0,-76.0,-76.0,0.0,0.0,5776.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.5,2.1,-79.6667,6.3509,-81.0,4.8477,-80.0747,0.0,-11.0,0.6,-82.4,4.5019,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3723117,ANCHOR_01,1,0.98,0.0,-84.0,-84.0,-84.0,-84.0,0.0,0.0,0.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8489,6.3096,-84.0,0.0,0.0,0.0,0.0,-84.0,-84.0,0.0,0.0,7056.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,-4.0,0.9,-78.6667,4.6188,-81.2,4.9699,-81.2523,-8.0,-8.0,0.4,-82.0,4.1096,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3724117,ANCHOR_01,1,0.98,0.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1254,5.8434,-83.0,0.0,0.0,0.0,0.0,-83.0,-83.0,0.0,0.0,6889.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.5,0.0,-81.0,4.3589,-81.2,4.9699,-81.7766,1.0,9.0,0.4,-81.9,4.0675,0.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3725117,ANCHOR_01,1,0.98,0.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3872,7.9433,-87.0,0.0,0.0,0.0,0.0,-87.0,-87.0,0.0,0.0,7569.0,0.0,1.0,0.0,0.0,0.0,0.0,-4.0,-1.5,-2.9,-84.6667,2.0817,-81.2,4.9699,-83.3436,-4.0,-5.0,0.4,-82.0,4.1899,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3726117,ANCHOR_01,1,0.98,0.0,-88.0,-88.0,-88.0,-88.0,0.0,0.0,0.0,-88.0,-88.0,-88.0,-88.0,-88.0,-88.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.577,-88.0,0.0,0.0,0.0,0.0,-88.0,-88.0,0.0,0.0,7744.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-2.5,-2.7,-86.0,2.6458,-83.6,4.7223,-84.7405,-1.0,3.0,0.6,-83.1,4.1753,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3727117,ANCHOR_01,1,0.98,0.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0795,3.6869,-77.0,0.0,0.0,0.0,0.0,-77.0,-77.0,0.0,0.0,5929.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,5.0,0.9,-84.0,6.0828,-83.8,4.3243,-82.4184,11.0,12.0,0.4,-82.4,4.5753,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3729117,ANCHOR_01,1,0.98,0.0,-84.0,-84.0,-84.0,-84.0,0.0,0.0,0.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8489,6.3096,-84.0,0.0,0.0,0.0,0.0,-84.0,-84.0,0.0,0.0,7056.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.0,2.0,0.8,-83.0,5.5678,-83.8,4.3243,-82.8929,-3.5,-14.5,0.4,-82.5,4.6007,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3730117,ANCHOR_01,1,0.98,0.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,-85.0,-85.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7828,6.8129,-85.0,0.0,0.0,0.0,0.0,-85.0,-85.0,0.0,0.0,7225.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-4.0,0.8,-82.0,4.3589,-84.2,4.3243,-83.525,-1.0,2.5,0.4,-82.7,4.6679,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3731117,ANCHOR_01,1,0.98,0.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3872,7.9433,-87.0,0.0,0.0,0.0,0.0,-87.0,-87.0,0.0,0.0,7569.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,-1.5,-0.6,-85.3333,1.5275,-84.2,4.3243,-84.5675,-2.0,-1.0,0.4,-82.7,4.6679,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3732117,ANCHOR_01,1,0.98,0.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0795,3.6869,-77.0,0.0,0.0,0.0,0.0,-77.0,-77.0,0.0,0.0,5929.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,4.0,-0.3,-83.0,5.2915,-82.0,4.6904,-82.2973,10.0,12.0,0.2,-82.8,4.5166,0.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3733117,ANCHOR_01,1,0.98,0.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0795,3.6869,-77.0,0.0,0.0,0.0,0.0,-77.0,-77.0,0.0,0.0,5929.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.2,-80.3333,5.7735,-82.0,4.6904,-80.7081,0.0,-10.0,0.4,-82.9,4.3576,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3734117,ANCHOR_01,1,0.98,0.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,-76.0,-76.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3096,3.4145,-76.0,0.0,0.0,0.0,0.0,-76.0,-76.0,0.0,0.0,5776.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,2.8,-76.6667,0.5774,-80.4,5.1769,-79.2957,1.0,1.0,0.6,-82.1,4.8408,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3735117,ANCHOR_01,1,0.98,0.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1254,5.8434,-83.0,0.0,0.0,0.0,0.0,-83.0,-83.0,0.0,0.0,6889.0,0.0,1.0,0.0,0.0,0.0,0.0,-7.0,-3.0,0.9,-78.6667,3.7859,-80.0,4.7958,-80.407,-7.0,-8.0,0.4,-82.1,4.8408,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3736117,ANCHOR_01,1,0.98,0.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,-83.0,-83.0,-83.0,-83.0,-83.0,-83.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1254,5.8434,-83.0,0.0,0.0,0.0,0.0,-83.0,-83.0,0.0,0.0,6889.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.5,-1.8,-80.6667,4.0415,-79.2,3.4928,-81.1849,0.0,7.0,0.6,-81.7,4.5473,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3737117,ANCHOR_01,1,0.98,0.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9526,7.3564,-86.0,0.0,0.0,0.0,0.0,-86.0,-86.0,0.0,0.0,7396.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,-1.5,-2.5,-84.0,1.7321,-81.0,4.3012,-82.6294,-3.0,-3.0,0.6,-81.5,4.2753,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3738117,ANCHOR_01,1,0.98,0.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9526,7.3564,-86.0,0.0,0.0,0.0,0.0,-86.0,-86.0,0.0,0.0,7396.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.5,-2.3,-85.0,1.7321,-82.8,4.0866,-83.6406,0.0,3.0,0.6,-82.4,4.1687,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3739117,ANCHOR_01,1,0.98,0.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,-76.0,-76.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3096,3.4145,-76.0,0.0,0.0,0.0,0.0,-76.0,-76.0,0.0,0.0,5776.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,5.0,1.1,-82.6667,5.7735,-82.8,4.0866,-81.3484,10.0,10.0,0.4,-81.6,4.5753,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3740117,ANCHOR_01,1,0.98,0.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,-77.0,-77.0,-77.0,-77.0,-77.0,-77.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0795,3.6869,-77.0,0.0,0.0,0.0,0.0,-77.0,-77.0,0.0,0.0,5929.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4.5,2.2,-79.6667,5.5076,-81.6,4.827,-80.0439,-1.0,-11.0,0.6,-80.8,4.614,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3742117,ANCHOR_01,1,0.98,0.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,-85.0,-85.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7828,6.8129,-85.0,0.0,0.0,0.0,0.0,-85.0,-85.0,0.0,0.0,7225.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,-4.5,1.1,-79.3333,4.9329,-82.0,5.0498,-81.5307,-4.0,-3.0,0.4,-80.6,4.3512,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3744117,ANCHOR_01,1,0.98,0.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9526,7.3564,-86.0,0.0,0.0,0.0,0.0,-86.0,-86.0,0.0,0.0,7396.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-4.5,-0.9,-82.6667,4.9329,-82.0,5.0498,-82.8715,-0.5,3.5,0.6,-81.5,4.4535,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3745117,ANCHOR_01,1,0.98,0.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,-87.0,-87.0,-87.0,-87.0,-87.0,-87.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3872,7.9433,-87.0,0.0,0.0,0.0,0.0,-87.0,-87.0,0.0,0.0,7569.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-3.1,-86.0,1.0,-82.2,5.2631,-84.1101,-1.0,-0.5,0.6,-82.5,4.4535,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3746117,ANCHOR_01,1,0.98,0.0,-78.0,-78.0,-78.0,-78.0,0.0,0.0,0.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9433,3.9811,-78.0,0.0,0.0,0.0,0.0,-78.0,-78.0,0.0,0.0,6084.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,4.0,-0.4,-83.6667,4.9329,-82.6,4.7223,-82.277,9.0,10.0,0.6,-82.7,4.1647,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3747117,ANCHOR_01,1,0.98,0.0,-79.0,-79.0,-79.0,-79.0,0.0,0.0,0.0,-79.0,-79.0,-79.0,-79.0,-79.0,-79.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9125,4.2987,-79.0,0.0,0.0,0.0,0.0,-79.0,-79.0,0.0,0.0,6241.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,4.0,2.0,-81.3333,4.9329,-83.0,4.1833,-81.2939,-1.0,-10.0,0.6,-82.3,4.3218,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3748117,ANCHOR_01,1,0.98,0.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,-85.0,-85.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7828,6.8129,-85.0,0.0,0.0,0.0,0.0,-85.0,-85.0,0.0,0.0,7225.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.0,-3.5,1.0,-80.6667,3.7859,-83.0,4.1833,-82.4057,-6.0,-5.0,0.6,-82.5,4.4033,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3750117,ANCHOR_01,1,0.98,0.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,-85.0,-85.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7828,6.8129,-85.0,0.0,0.0,0.0,0.0,-85.0,-85.0,0.0,0.0,7225.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.0,-0.3,-83.0,3.4641,-82.8,4.0249,-83.184,0.0,6.0,0.6,-82.4,4.3256,0.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3753117,ANCHOR_01,1,0.98,0.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,-76.0,-76.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3096,3.4145,-76.0,0.0,0.0,0.0,0.0,-76.0,-76.0,0.0,0.0,5776.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,4.5,-0.2,-82.0,5.1962,-80.6,4.1593,-81.0288,3.0,3.0,0.4,-81.4,4.5509,0.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3754117,ANCHOR_01,1,0.98,0.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9526,7.3564,-86.0,0.0,0.0,0.0,0.0,-86.0,-86.0,0.0,0.0,7396.0,0.0,1.0,0.0,0.0,0.0,0.0,-10.0,-0.5,-0.5,-82.3333,5.5076,-82.2,4.4385,-82.5202,-10.0,-13.0,0.4,-82.4,4.3256,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3756117,ANCHOR_01,1,0.98,0.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,-85.0,-85.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7828,6.8129,-85.0,0.0,0.0,0.0,0.0,-85.0,-85.0,0.0,0.0,7225.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-4.5,-0.1,-82.3333,5.5076,-83.4,4.1593,-83.2641,0.5,10.5,0.4,-83.2,3.9384,0.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3758117,ANCHOR_01,1,0.98,0.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,-76.0,-76.0,-76.0,-76.0,-76.0,-76.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3096,3.4145,-76.0,0.0,0.0,0.0,0.0,-76.0,-76.0,0.0,0.0,5776.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,5.0,0.9,-82.3333,5.5076,-81.6,5.1284,-81.0849,4.5,4.0,0.4,-82.3,4.4734,1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3759117,ANCHOR_01,1,0.98,0.0,-84.0,-84.0,-84.0,-84.0,0.0,0.0,0.0,-84.0,-84.0,-84.0,-84.0,-84.0,-84.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8489,6.3096,-84.0,0.0,0.0,0.0,0.0,-84.0,-84.0,0.0,0.0,7056.0,0.0,1.0,0.0,0.0,0.0,0.0,-8.0,0.5,-0.6,-81.6667,4.9329,-81.4,4.98,-81.9594,-8.0,-12.5,0.2,-82.1,4.3321,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3760117,ANCHOR_01,1,0.98,0.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,-85.0,-85.0,-85.0,-85.0,-85.0,-85.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7828,6.8129,-85.0,0.0,0.0,0.0,0.0,-85.0,-85.0,0.0,0.0,7225.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-4.5,0.3,-81.6667,4.9329,-83.2,4.0866,-82.8716,-1.0,7.0,0.4,-81.9,4.1218,0.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3761117,ANCHOR_01,1,0.98,0.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9526,7.3564,-86.0,0.0,0.0,0.0,0.0,-86.0,-86.0,0.0,0.0,7396.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.1,-85.0,1.0,-83.2,4.0866,-83.8101,-1.0,0.0,0.6,-82.7,4.0565,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
3762117,ANCHOR_01,1,0.98,0.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,-86.0,-86.0,-86.0,-86.0,-86.0,-86.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9526,7.3564,-86.0,0.0,0.0,0.0,0.0,-86.0,-86.0,0.0,0.0,7396.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5,-2.2,-85.6667,0.5774,-83.4,4.219,-84.4671,0.0,1.0,0.6,-83.4,3.9497,-1.0,100000.0,3.0,0.0,Yes,Wooden Door,stationary,dataset_2026-08-01_023541.csv
